2024-01-12 at 14:45:59 | INFO | Creating the Mismatch Database
2024-01-12 at 14:47:57 | INFO | Created: pan-ebola-1000-0.005/work/mismatch.db
2024-01-12 at 14:48:07 | INFO | Read in MSA: all-ebola.align	seqs:2752	cols:21142
2024-01-12 at 15:02:55 | DEBUG | FKmer: 18	WalksOut
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6395	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6396	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6397	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6398	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6399	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6400	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6401	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6402	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6403	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6404	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6405	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6406	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6407	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6408	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6409	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6410	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6411	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6412	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6413	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6414	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6415	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6416	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6417	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6418	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6419	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6420	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6421	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6422	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6423	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6424: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6425: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6426	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6427	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6428	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6429	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6430	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6431	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6432	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6433	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6434	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6435	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6436	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6437	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6438	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6439	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6440	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6441	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6442: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6443: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6444: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6445: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6446	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6447: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6448	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6449	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6450	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6451	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6452	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6453	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6454	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6455	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6456	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6457	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6458	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6459	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6460	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6461	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6462	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6463	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6464	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6465	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6466	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6467	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6468	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6469	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6470	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6471	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6472	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6473	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6474	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6475	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6476	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6477	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6478	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6479	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6480	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6481	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6482	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6483	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6484	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6485	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6486	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6487	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6488: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6489: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6490: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6491: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6492: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6493: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6494	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6495	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6496	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6497	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6498	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6499	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6500	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6501	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6502	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6503	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6504	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6505	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6506	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6507	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6508	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6509	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6510	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6511	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6512	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6513	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6514	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6515	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6516	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6517	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6518	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6519	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6520	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6521	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6522	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6523	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6524	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6525	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6526	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6527	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6528	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6529	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6530	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6531	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6532	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6533	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6534	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6535	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6536	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6537	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6538	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6539	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6540	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6541	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6542	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6543	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6544	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6545	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6546	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6547	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6548	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6549	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6550	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6551	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6552	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6553	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6554	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6555	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6556	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6557	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6558	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6559	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6560	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6561	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6562	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6563	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6564	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6565	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6566	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6567	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6568	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6569	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6570	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6571	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6572	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6573	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6574	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6575	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6576	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6577	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6578	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6579	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6580	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6581	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6582	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6583	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6584	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6585	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6586	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6587	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6588	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6589	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6590	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6591	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6592	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6593	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6594	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6595	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6596	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6597	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6598	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6599	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6600	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6601	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6602	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6603	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6604	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6605	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6606	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6607	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6608	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6609	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6610	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6611	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6612	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6613	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6614	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6615	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6616	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6617	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6618	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6619	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6620	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6621	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6622	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6623	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6624	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6625	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6626	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6627	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6628	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6629	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6630	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6631	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6632	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6633	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6634	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6635	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6636	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6637	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6638	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6639	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6640	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6641	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6642	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6643	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6644	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6645	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6646	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6647	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6648	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6649	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6650	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6651	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6652	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6653	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6654	HairpinFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6655	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6656	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6657	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6658	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6659	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6660	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6661	ThermoFail
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6662	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6663	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6664	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6665	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6666	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6667	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6668	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6669	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6670	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6671	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6672	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6673	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6674	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6675	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6676	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6677	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6678	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6679	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6680	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6681	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6682	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6683	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6684	WalkToFar
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6685	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6686	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6687	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6688	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6689	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6690	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6691	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6692	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6693	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6694	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6695	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6696	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6697	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6698	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6699	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6700	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6701	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6702	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6703	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6704	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6705	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6706	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6707	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6708	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6709	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6710	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6711	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6712	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6713	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6714	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6715	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6716: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6717: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6718: AllPass
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6719	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6720	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6721	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6722	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6723	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6724	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6725	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6726	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6727	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6728	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6729	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6730	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6731	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6732	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6733	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6734	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6735	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6736	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6737	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6738	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6739	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6740	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6741	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6742	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6743	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6744	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6745	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6746	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6747	GapOnSetBase
2024-01-12 at 15:02:56 | DEBUG | RKmer: 6748	GapOnSetBase
